Date,Pays,Filière,Valeur (TWh),
2023-04,Lituanie,Gaz,0,340606
2023-05,Lituanie,Gaz,0,2236537
2023-06,Lituanie,Gaz,0,6876229
2023-07,Lituanie,Gaz,0,308434
2023-08,Lituanie,Gaz,0,6416552
2023-09,Lituanie,Gaz,0,7398745
2023-10,Lituanie,Gaz,0,9451149
2023-11,Lituanie,Gaz,0,5627408
2023-12,Lituanie,Gaz,0,11388394
2024-01,Lituanie,Gaz,0,14821769
2024-02,Lituanie,Gaz,0,7449802
2024-03,Lituanie,Gaz,0,3830551
2024-04,Lituanie,Gaz,0,3776872
2024-05,Lituanie,Gaz,0,2299598
2024-06,Lituanie,Gaz,0,5300741
2024-07,Lituanie,Gaz,0,7426345
2024-08,Lituanie,Gaz,0,61711
2024-09,Lituanie,Gaz,0,4376103
2024-10,Lituanie,Gaz,0,5329368
2024-11,Lituanie,Gaz,0,8184142
2024-12,Lituanie,Gaz,0,13483754
2025-01,Lituanie,Gaz,0,2027194825
2025-02,Lituanie,Gaz,0,21898588
2025-03,Lituanie,Gaz,0,160251415
2025-04,Lituanie,Gaz,0,18365658
2025-05,Lituanie,Gaz,0,1925040275
2025-06,Lituanie,Gaz,0,66376675000002
2025-07,Lituanie,Gaz,0,77916897499995
2025-08,Lituanie,Gaz,0,62352135
2025-09,Lituanie,Gaz,0,87910649999999
2025-10,Lituanie,Gaz,0,14031498958275
2025-11,Lituanie,Gaz,0,4573552888575
2016-01,Lituanie,Charbon,,
2016-02,Lituanie,Charbon,,
2016-03,Lituanie,Charbon,,
2016-04,Lituanie,Charbon,,
2016-05,Lituanie,Charbon,,
2016-06,Lituanie,Charbon,,
2016-07,Lituanie,Charbon,,
2016-08,Lituanie,Charbon,,
2016-09,Lituanie,Charbon,,
2016-10,Lituanie,Charbon,,
2016-11,Lituanie,Charbon,,
2016-12,Lituanie,Charbon,,
2017-01,Lituanie,Charbon,,
2017-02,Lituanie,Charbon,,
2017-03,Lituanie,Charbon,,
2017-04,Lituanie,Charbon,,
2017-05,Lituanie,Charbon,,
2017-06,Lituanie,Charbon,,
2017-07,Lituanie,Charbon,,
2017-08,Lituanie,Charbon,,
2017-09,Lituanie,Charbon,,
2017-10,Lituanie,Charbon,,
2017-11,Lituanie,Charbon,,
2017-12,Lituanie,Charbon,,
2018-01,Lituanie,Charbon,,
2018-02,Lituanie,Charbon,,
2018-03,Lituanie,Charbon,,
2018-04,Lituanie,Charbon,,
2018-05,Lituanie,Charbon,,
2018-06,Lituanie,Charbon,,
2018-07,Lituanie,Charbon,,
2018-08,Lituanie,Charbon,,
2018-09,Lituanie,Charbon,,
2018-10,Lituanie,Charbon,,
2018-11,Lituanie,Charbon,,
2018-12,Lituanie,Charbon,,
2019-01,Lituanie,Charbon,,
2019-02,Lituanie,Charbon,,
2019-03,Lituanie,Charbon,,
2019-04,Lituanie,Charbon,,
2019-05,Lituanie,Charbon,,
2019-06,Lituanie,Charbon,,
2019-07,Lituanie,Charbon,,
2019-08,Lituanie,Charbon,,
2019-09,Lituanie,Charbon,,
2019-10,Lituanie,Charbon,,
2019-11,Lituanie,Charbon,,
2019-12,Lituanie,Charbon,,
2020-01,Lituanie,Charbon,,
2020-02,Lituanie,Charbon,,
2020-03,Lituanie,Charbon,,
2020-04,Lituanie,Charbon,,
2020-05,Lituanie,Charbon,,
2020-06,Lituanie,Charbon,,
2020-07,Lituanie,Charbon,,
2020-08,Lituanie,Charbon,,
2020-09,Lituanie,Charbon,,
2020-10,Lituanie,Charbon,,
2020-11,Lituanie,Charbon,,
2020-12,Lituanie,Charbon,,
2021-01,Lituanie,Charbon,,
2021-02,Lituanie,Charbon,,
2021-03,Lituanie,Charbon,,
2021-04,Lituanie,Charbon,,
2021-05,Lituanie,Charbon,,
2021-06,Lituanie,Charbon,,
2021-07,Lituanie,Charbon,,
2021-08,Lituanie,Charbon,,
2021-09,Lituanie,Charbon,,
2021-10,Lituanie,Charbon,,
2021-11,Lituanie,Charbon,,
2021-12,Lituanie,Charbon,,
2022-01,Lituanie,Charbon,,
2022-02,Lituanie,Charbon,,
2022-03,Lituanie,Charbon,,
2022-04,Lituanie,Charbon,,
2022-05,Lituanie,Charbon,,
2022-06,Lituanie,Charbon,,
2022-07,Lituanie,Charbon,,
2022-08,Lituanie,Charbon,,
2022-09,Lituanie,Charbon,,
2022-10,Lituanie,Charbon,,
2022-11,Lituanie,Charbon,,
2022-12,Lituanie,Charbon,,
2023-01,Lituanie,Charbon,,
2023-02,Lituanie,Charbon,,
2023-03,Lituanie,Charbon,,
2023-04,Lituanie,Charbon,,
2023-05,Lituanie,Charbon,,
2023-06,Lituanie,Charbon,,
2023-07,Lituanie,Charbon,,
2023-08,Lituanie,Charbon,,
2023-09,Lituanie,Charbon,,
2023-10,Lituanie,Charbon,,
2023-11,Lituanie,Charbon,,
2023-12,Lituanie,Charbon,,
2024-01,Lituanie,Charbon,,
2024-02,Lituanie,Charbon,,
2024-03,Lituanie,Charbon,,
2024-04,Lituanie,Charbon,,
2024-05,Lituanie,Charbon,,
2024-06,Lituanie,Charbon,,
2024-07,Lituanie,Charbon,,
2024-08,Lituanie,Charbon,,
2024-09,Lituanie,Charbon,,
2024-10,Lituanie,Charbon,,
2024-11,Lituanie,Charbon,,
2024-12,Lituanie,Charbon,,
2025-01,Lituanie,Charbon,,
2025-02,Lituanie,Charbon,,
2025-03,Lituanie,Charbon,,
2025-04,Lituanie,Charbon,,
2025-05,Lituanie,Charbon,,
2025-06,Lituanie,Charbon,,
2025-07,Lituanie,Charbon,,
2025-08,Lituanie,Charbon,,
2025-09,Lituanie,Charbon,,
2025-10,Lituanie,Charbon,,
2025-11,Lituanie,Charbon,,
2016-01,Lituanie,Nucléaire,,
2016-02,Lituanie,Nucléaire,,
2016-03,Lituanie,Nucléaire,,
2016-04,Lituanie,Nucléaire,,
2016-05,Lituanie,Nucléaire,,
2016-06,Lituanie,Nucléaire,,
2016-07,Lituanie,Nucléaire,,
2016-08,Lituanie,Nucléaire,,
2016-09,Lituanie,Nucléaire,,
2016-10,Lituanie,Nucléaire,,
2016-11,Lituanie,Nucléaire,,
2016-12,Lituanie,Nucléaire,,
2017-01,Lituanie,Nucléaire,,
2017-02,Lituanie,Nucléaire,,
2017-03,Lituanie,Nucléaire,,
2017-04,Lituanie,Nucléaire,,
2017-05,Lituanie,Nucléaire,,
2017-06,Lituanie,Nucléaire,,
2017-07,Lituanie,Nucléaire,,
2017-08,Lituanie,Nucléaire,,
2017-09,Lituanie,Nucléaire,,
2017-10,Lituanie,Nucléaire,,
2017-11,Lituanie,Nucléaire,,
2017-12,Lituanie,Nucléaire,,
2018-01,Lituanie,Nucléaire,,
2018-02,Lituanie,Nucléaire,,
2018-03,Lituanie,Nucléaire,,
2018-04,Lituanie,Nucléaire,,
2018-05,Lituanie,Nucléaire,,
2018-06,Lituanie,Nucléaire,,
2018-07,Lituanie,Nucléaire,,
2018-08,Lituanie,Nucléaire,,
2018-09,Lituanie,Nucléaire,,
2018-10,Lituanie,Nucléaire,,
2018-11,Lituanie,Nucléaire,,
2018-12,Lituanie,Nucléaire,,
2019-01,Lituanie,Nucléaire,,
2019-02,Lituanie,Nucléaire,,
2019-03,Lituanie,Nucléaire,,
2019-04,Lituanie,Nucléaire,,
2019-05,Lituanie,Nucléaire,,
2019-06,Lituanie,Nucléaire,,
2019-07,Lituanie,Nucléaire,,
2019-08,Lituanie,Nucléaire,,
2019-09,Lituanie,Nucléaire,,
2019-10,Lituanie,Nucléaire,,
2019-11,Lituanie,Nucléaire,,
2019-12,Lituanie,Nucléaire,,
2020-01,Lituanie,Nucléaire,,
2020-02,Lituanie,Nucléaire,,
2020-03,Lituanie,Nucléaire,,
2020-04,Lituanie,Nucléaire,,
2020-05,Lituanie,Nucléaire,,
2020-06,Lituanie,Nucléaire,,
2020-07,Lituanie,Nucléaire,,
2020-08,Lituanie,Nucléaire,,
2020-09,Lituanie,Nucléaire,,
2020-10,Lituanie,Nucléaire,,
2020-11,Lituanie,Nucléaire,,
2020-12,Lituanie,Nucléaire,,
2021-01,Lituanie,Nucléaire,,
2021-02,Lituanie,Nucléaire,,
2021-03,Lituanie,Nucléaire,,
2021-04,Lituanie,Nucléaire,,
2021-05,Lituanie,Nucléaire,,
2021-06,Lituanie,Nucléaire,,
2021-07,Lituanie,Nucléaire,,
2021-08,Lituanie,Nucléaire,,
2021-09,Lituanie,Nucléaire,,
2021-10,Lituanie,Nucléaire,,
2021-11,Lituanie,Nucléaire,,
2021-12,Lituanie,Nucléaire,,
2022-01,Lituanie,Nucléaire,,
2022-02,Lituanie,Nucléaire,,
2022-03,Lituanie,Nucléaire,,
2022-04,Lituanie,Nucléaire,,
2022-05,Lituanie,Nucléaire,,
2022-06,Lituanie,Nucléaire,,
2022-07,Lituanie,Nucléaire,,
2022-08,Lituanie,Nucléaire,,
2022-09,Lituanie,Nucléaire,,
2022-10,Lituanie,Nucléaire,,
2022-11,Lituanie,Nucléaire,,
2022-12,Lituanie,Nucléaire,,
2023-01,Lituanie,Nucléaire,,
2023-02,Lituanie,Nucléaire,,
2023-03,Lituanie,Nucléaire,,
2023-04,Lituanie,Nucléaire,,
2023-05,Lituanie,Nucléaire,,
2023-06,Lituanie,Nucléaire,,
2023-07,Lituanie,Nucléaire,,
2023-08,Lituanie,Nucléaire,,
2023-09,Lituanie,Nucléaire,,
2023-10,Lituanie,Nucléaire,,
2023-11,Lituanie,Nucléaire,,
2023-12,Lituanie,Nucléaire,,
2024-01,Lituanie,Nucléaire,,
2024-02,Lituanie,Nucléaire,,
2024-03,Lituanie,Nucléaire,,
2024-04,Lituanie,Nucléaire,,
2024-05,Lituanie,Nucléaire,,
2024-06,Lituanie,Nucléaire,,
2024-07,Lituanie,Nucléaire,,
2024-08,Lituanie,Nucléaire,,
2024-09,Lituanie,Nucléaire,,
2024-10,Lituanie,Nucléaire,,
2024-11,Lituanie,Nucléaire,,
2024-12,Lituanie,Nucléaire,,
2025-01,Lituanie,Nucléaire,,
2025-02,Lituanie,Nucléaire,,
2025-03,Lituanie,Nucléaire,,
2025-04,Lituanie,Nucléaire,,
2025-05,Lituanie,Nucléaire,,
2025-06,Lituanie,Nucléaire,,
2025-07,Lituanie,Nucléaire,,
2025-08,Lituanie,Nucléaire,,
2025-09,Lituanie,Nucléaire,,
2025-10,Lituanie,Nucléaire,,
2025-11,Lituanie,Nucléaire,,
2016-01,Lituanie,Toutes les filières,0,33304
2016-02,Lituanie,Toutes les filières,0,208737
2016-03,Lituanie,Toutes les filières,0,235874
2016-04,Lituanie,Toutes les filières,0,236917
2016-05,Lituanie,Toutes les filières,0,234957
2016-06,Lituanie,Toutes les filières,0,201261
2016-07,Lituanie,Toutes les filières,0,218853
2016-08,Lituanie,Toutes les filières,0,226627
2016-09,Lituanie,Toutes les filières,0,267306
2016-10,Lituanie,Toutes les filières,0,279229
2016-11,Lituanie,Toutes les filières,0,400378
2016-12,Lituanie,Toutes les filières,0,358386
2017-01,Lituanie,Toutes les filières,0,288463
2017-02,Lituanie,Toutes les filières,0,261401
2017-03,Lituanie,Toutes les filières,0,274711
2017-04,Lituanie,Toutes les filières,0,252176
2017-05,Lituanie,Toutes les filières,0,259689
2017-06,Lituanie,Toutes les filières,0,24689
2017-07,Lituanie,Toutes les filières,0,221799
2017-08,Lituanie,Toutes les filières,0,247128
2017-09,Lituanie,Toutes les filières,0,261926
2017-10,Lituanie,Toutes les filières,0,33868
2017-11,Lituanie,Toutes les filières,0,308718
2017-12,Lituanie,Toutes les filières,0,32375637
2018-01,Lituanie,Toutes les filières,0,44661939
2018-02,Lituanie,Toutes les filières,0,2435116
2018-03,Lituanie,Toutes les filières,0,2943168
2018-04,Lituanie,Toutes les filières,0,30610734
2018-05,Lituanie,Toutes les filières,0,25576607
2018-06,Lituanie,Toutes les filières,0,19525027
2018-07,Lituanie,Toutes les filières,0,1741382
2018-08,Lituanie,Toutes les filières,0,25652306
2018-09,Lituanie,Toutes les filières,0,29357506
2018-10,Lituanie,Toutes les filières,0,32031561
2018-11,Lituanie,Toutes les filières,0,21026419
2018-12,Lituanie,Toutes les filières,0,23551028
2019-01,Lituanie,Toutes les filières,0,31123014
2019-02,Lituanie,Toutes les filières,0,30964371
2019-03,Lituanie,Toutes les filières,0,35324536
2019-04,Lituanie,Toutes les filières,0,29154356
2019-05,Lituanie,Toutes les filières,0,27310125
2019-06,Lituanie,Toutes les filières,0,25127973
2019-07,Lituanie,Toutes les filières,0,29336015
2019-08,Lituanie,Toutes les filières,0,24467385
2019-09,Lituanie,Toutes les filières,0,31844744
2019-10,Lituanie,Toutes les filières,0,29692616
2019-11,Lituanie,Toutes les filières,0,27264601
2019-12,Lituanie,Toutes les filières,0,3382972
2020-01,Lituanie,Toutes les filières,0,37341925
2020-02,Lituanie,Toutes les filières,0,41844068
2020-03,Lituanie,Toutes les filières,0,35312675
2020-04,Lituanie,Toutes les filières,0,32550354
2020-05,Lituanie,Toutes les filières,0,35163671
2020-06,Lituanie,Toutes les filières,0,40734869
2020-07,Lituanie,Toutes les filières,0,44555429
2020-08,Lituanie,Toutes les filières,0,43122158
2020-09,Lituanie,Toutes les filières,0,46448058
2020-10,Lituanie,Toutes les filières,0,38328795
2020-11,Lituanie,Toutes les filières,0,41425634
2020-12,Lituanie,Toutes les filières,0,46869657
2021-01,Lituanie,Toutes les filières,0,34949335
2021-02,Lituanie,Toutes les filières,0,34598695
2021-03,Lituanie,Toutes les filières,0,37170001
2021-04,Lituanie,Toutes les filières,0,36092723
2021-05,Lituanie,Toutes les filières,0,33197331
2021-06,Lituanie,Toutes les filières,0,33843421
2021-07,Lituanie,Toutes les filières,0,30750534
2021-08,Lituanie,Toutes les filières,0,28700411
2021-09,Lituanie,Toutes les filières,0,41126896
2021-10,Lituanie,Toutes les filières,0,38601468
2021-11,Lituanie,Toutes les filières,0,34450186
2021-12,Lituanie,Toutes les filières,0,37056456
2022-01,Lituanie,Toutes les filières,0,3973555
2022-02,Lituanie,Toutes les filières,0,39733054
2022-03,Lituanie,Toutes les filières,0,39010076
2022-04,Lituanie,Toutes les filières,0,33892294
2022-05,Lituanie,Toutes les filières,0,30744392
2022-06,Lituanie,Toutes les filières,0,2663297
2022-07,Lituanie,Toutes les filières,0,32720771
2022-08,Lituanie,Toutes les filières,0,35063415
2022-09,Lituanie,Toutes les filières,0,24843523
2022-10,Lituanie,Toutes les filières,0,31386544
2022-11,Lituanie,Toutes les filières,0,29755165
2022-12,Lituanie,Toutes les filières,0,41792596
2023-01,Lituanie,Toutes les filières,0,42870199
2023-02,Lituanie,Toutes les filières,0,37132053
2023-03,Lituanie,Toutes les filières,0,46988194
2023-04,Lituanie,Toutes les filières,0,38853525
2023-05,Lituanie,Toutes les filières,0,38363294
2023-06,Lituanie,Toutes les filières,0,37787311
2023-07,Lituanie,Toutes les filières,0,41870669
2023-08,Lituanie,Toutes les filières,0,46328947
2023-09,Lituanie,Toutes les filières,0,46326794
2023-10,Lituanie,Toutes les filières,0,64614929
2023-11,Lituanie,Toutes les filières,0,4443115
2023-12,Lituanie,Toutes les filières,0,60234218
2024-01,Lituanie,Toutes les filières,0,70098127
2024-02,Lituanie,Toutes les filières,0,56446312
2024-03,Lituanie,Toutes les filières,0,61355081
2024-04,Lituanie,Toutes les filières,0,63569651
2024-05,Lituanie,Toutes les filières,0,64085568
2024-06,Lituanie,Toutes les filières,0,59729483
2024-07,Lituanie,Toutes les filières,0,63185865
2024-08,Lituanie,Toutes les filières,0,61583125
2024-09,Lituanie,Toutes les filières,0,60213858
2024-10,Lituanie,Toutes les filières,0,61245223
2024-11,Lituanie,Toutes les filières,0,661705245
2024-12,Lituanie,Toutes les filières,0,7915295225
2025-01,Lituanie,Toutes les filières,0,8601623225
2025-02,Lituanie,Toutes les filières,0,6646353725
2025-03,Lituanie,Toutes les filières,0,8392038725
2025-04,Lituanie,Toutes les filières,0,8955282575
2025-05,Lituanie,Toutes les filières,0,87634324
2025-06,Lituanie,Toutes les filières,0,82663769
2025-07,Lituanie,Toutes les filières,0,63329145999999
2025-08,Lituanie,Toutes les filières,0,64620705
2025-09,Lituanie,Toutes les filières,0,6641606675
2025-10,Lituanie,Toutes les filières,0,76710453221525
2025-11,Lituanie,Toutes les filières,0,57332301807825
2016-01,Lettonie,Autre,0,68314
2016-02,Lettonie,Autre,0,68508
2016-03,Lettonie,Autre,0,74537
2016-04,Lettonie,Autre,0,66338
2016-05,Lettonie,Autre,0,59268
2016-06,Lettonie,Autre,0,51133
2016-07,Lettonie,Autre,0,52152
2016-08,Lettonie,Autre,0,57693
2016-09,Lettonie,Autre,0,55259
2016-10,Lettonie,Autre,0,63448
2016-11,Lettonie,Autre,0,69706
2016-12,Lettonie,Autre,0,73761
2017-01,Lettonie,Autre,0,73726
2017-02,Lettonie,Autre,0,66908
2017-03,Lettonie,Autre,0,76586
2017-04,Lettonie,Autre,0,72147
2017-05,Lettonie,Autre,0,67272
2017-06,Lettonie,Autre,0,58721
2017-07,Lettonie,Autre,0,55257
2017-08,Lettonie,Autre,0,54144
2017-09,Lettonie,Autre,0,55432
2017-10,Lettonie,Autre,0,67321
2017-11,Lettonie,Autre,0,67496
2017-12,Lettonie,Autre,0,69901
2018-01,Lettonie,Autre,0,66182
2018-02,Lettonie,Autre,0,61232
2018-03,Lettonie,Autre,0,67798
2018-04,Lettonie,Autre,0,65372
2018-05,Lettonie,Autre,0,56086
2018-06,Lettonie,Autre,0,51717
2018-07,Lettonie,Autre,0,49244
2018-08,Lettonie,Autre,0,49926
2018-09,Lettonie,Autre,0,49181
2018-10,Lettonie,Autre,0,5999
2018-11,Lettonie,Autre,0,62097
2018-12,Lettonie,Autre,0,64603
2019-01,Lettonie,Autre,0,62763
2019-02,Lettonie,Autre,0,60279
2019-03,Lettonie,Autre,0,67868
2019-04,Lettonie,Autre,0,58958
2019-05,Lettonie,Autre,0,52249
2019-06,Lettonie,Autre,0,43537
2019-07,Lettonie,Autre,0,36447
2019-08,Lettonie,Autre,0,39514
2019-09,Lettonie,Autre,0,40819
2019-10,Lettonie,Autre,0,49652
2019-11,Lettonie,Autre,0,52528
2019-12,Lettonie,Autre,0,52975
2020-01,Lettonie,Autre,0,55236
2020-02,Lettonie,Autre,0,52963
2020-03,Lettonie,Autre,0,57746
2020-04,Lettonie,Autre,0,51181
2020-05,Lettonie,Autre,0,48975
2020-06,Lettonie,Autre,0,38838
2020-07,Lettonie,Autre,0,38593
2020-08,Lettonie,Autre,0,39796
2020-09,Lettonie,Autre,0,40601
2020-10,Lettonie,Autre,0,45178
2020-11,Lettonie,Autre,0,47771
2020-12,Lettonie,Autre,0,4949
2021-01,Lettonie,Autre,0,5037
2021-02,Lettonie,Autre,0,45911
2021-03,Lettonie,Autre,0,51449
2021-04,Lettonie,Autre,0,45709
2021-05,Lettonie,Autre,0,45093
2021-06,Lettonie,Autre,0,35004
2021-07,Lettonie,Autre,0,32031
2021-08,Lettonie,Autre,0,31464
2021-09,Lettonie,Autre,0,30251
2021-10,Lettonie,Autre,0,32864
2021-11,Lettonie,Autre,0,39194
2021-12,Lettonie,Autre,0,39937
2022-01,Lettonie,Autre,0,43322
2022-02,Lettonie,Autre,0,38091
2022-03,Lettonie,Autre,0,3642
2022-04,Lettonie,Autre,0,25105
2022-05,Lettonie,Autre,0,20313
2022-06,Lettonie,Autre,0,16885
2022-07,Lettonie,Autre,0,15834
2022-08,Lettonie,Autre,0,13442
2022-09,Lettonie,Autre,0,8382
2022-10,Lettonie,Autre,0,13994
2022-11,Lettonie,Autre,0,7636
2022-12,Lettonie,Autre,0,8855
2023-01,Lettonie,Autre,0,1594
2023-02,Lettonie,Autre,0,14002
2023-03,Lettonie,Autre,0,15037
2023-04,Lettonie,Autre,0,12884
2023-05,Lettonie,Autre,0,14256
2023-06,Lettonie,Autre,0,10735
2023-07,Lettonie,Autre,0,10959
2023-08,Lettonie,Autre,0,11769
2023-09,Lettonie,Autre,0,9424
2023-10,Lettonie,Autre,0,9971
2023-11,Lettonie,Autre,0,12378
2023-12,Lettonie,Autre,0,14107
2024-01,Lettonie,Autre,,
2024-02,Lettonie,Autre,,
2024-03,Lettonie,Autre,,
2024-04,Lettonie,Autre,,
2024-05,Lettonie,Autre,,
2024-06,Lettonie,Autre,,
2024-07,Lettonie,Autre,,
2024-08,Lettonie,Autre,,
2024-09,Lettonie,Autre,,
2024-10,Lettonie,Autre,,
2024-11,Lettonie,Autre,,
2024-12,Lettonie,Autre,,
2025-01,Lettonie,Autre,,
2025-02,Lettonie,Autre,,
2025-03,Lettonie,Autre,,
2025-04,Lettonie,Autre,,
2025-05,Lettonie,Autre,,
2025-06,Lettonie,Autre,,
2025-07,Lettonie,Autre,,
2025-08,Lettonie,Autre,,
2025-09,Lettonie,Autre,,
2025-10,Lettonie,Autre,2,"0,00003"
2025-11,Lettonie,Autre,0,9507
2016-01,Lettonie,Dechets,,
2016-02,Lettonie,Dechets,,
2016-03,Lettonie,Dechets,,
2016-04,Lettonie,Dechets,,
2016-05,Lettonie,Dechets,,
2016-06,Lettonie,Dechets,,
2016-07,Lettonie,Dechets,,
2016-08,Lettonie,Dechets,,
2016-09,Lettonie,Dechets,,
2016-10,Lettonie,Dechets,,
2016-11,Lettonie,Dechets,,
2016-12,Lettonie,Dechets,,
2017-01,Lettonie,Dechets,,
2017-02,Lettonie,Dechets,,
2017-03,Lettonie,Dechets,,
2017-04,Lettonie,Dechets,,
2017-05,Lettonie,Dechets,,
2017-06,Lettonie,Dechets,,
2017-07,Lettonie,Dechets,,
2017-08,Lettonie,Dechets,,
2017-09,Lettonie,Dechets,,
2017-10,Lettonie,Dechets,,
2017-11,Lettonie,Dechets,,
2017-12,Lettonie,Dechets,,
2018-01,Lettonie,Dechets,,
2018-02,Lettonie,Dechets,,
2018-03,Lettonie,Dechets,,
2018-04,Lettonie,Dechets,,
2018-05,Lettonie,Dechets,,
2018-06,Lettonie,Dechets,,
2018-07,Lettonie,Dechets,,
2018-08,Lettonie,Dechets,,
2018-09,Lettonie,Dechets,,
2018-10,Lettonie,Dechets,,
2018-11,Lettonie,Dechets,,
2018-12,Lettonie,Dechets,,
2019-01,Lettonie,Dechets,,
2019-02,Lettonie,Dechets,,
2019-03,Lettonie,Dechets,,
2019-04,Lettonie,Dechets,,
2019-05,Lettonie,Dechets,,
2019-06,Lettonie,Dechets,,
2019-07,Lettonie,Dechets,,
2019-08,Lettonie,Dechets,,
2019-09,Lettonie,Dechets,,
2019-10,Lettonie,Dechets,,
2019-11,Lettonie,Dechets,,
2019-12,Lettonie,Dechets,,
2020-01,Lettonie,Dechets,,
2020-02,Lettonie,Dechets,,
2020-03,Lettonie,Dechets,,
2020-04,Lettonie,Dechets,,
2020-05,Lettonie,Dechets,,
2020-06,Lettonie,Dechets,,
2020-07,Lettonie,Dechets,,
2020-08,Lettonie,Dechets,,
2020-09,Lettonie,Dechets,,
2020-10,Lettonie,Dechets,,
2020-11,Lettonie,Dechets,,
2020-12,Lettonie,Dechets,,
2021-01,Lettonie,Dechets,,
2021-02,Lettonie,Dechets,,
2021-03,Lettonie,Dechets,,
2021-04,Lettonie,Dechets,,
2021-05,Lettonie,Dechets,,
2021-06,Lettonie,Dechets,,
2021-07,Lettonie,Dechets,,
2021-08,Lettonie,Dechets,,
2021-09,Lettonie,Dechets,,
2021-10,Lettonie,Dechets,,
2021-11,Lettonie,Dechets,,
2021-12,Lettonie,Dechets,,
2022-01,Lettonie,Dechets,,
2022-02,Lettonie,Dechets,,
2022-03,Lettonie,Dechets,,
2022-04,Lettonie,Dechets,,
2022-05,Lettonie,Dechets,,
2022-06,Lettonie,Dechets,,
2022-07,Lettonie,Dechets,,
2022-08,Lettonie,Dechets,,
2022-09,Lettonie,Dechets,,
2022-10,Lettonie,Dechets,,
2022-11,Lettonie,Dechets,,
2022-12,Lettonie,Dechets,,
2023-01,Lettonie,Dechets,,
2023-02,Lettonie,Dechets,,
2023-03,Lettonie,Dechets,,
2023-04,Lettonie,Dechets,,
2023-05,Lettonie,Dechets,,
2023-06,Lettonie,Dechets,,
2023-07,Lettonie,Dechets,,
2023-08,Lettonie,Dechets,,
2023-09,Lettonie,Dechets,,
2023-10,Lettonie,Dechets,,
2023-11,Lettonie,Dechets,,
2023-12,Lettonie,Dechets,,
2024-01,Lettonie,Dechets,,
2024-02,Lettonie,Dechets,,
2024-03,Lettonie,Dechets,,
2024-04,Lettonie,Dechets,,
2024-05,Lettonie,Dechets,,
2024-06,Lettonie,Dechets,,
2024-07,Lettonie,Dechets,,
2024-08,Lettonie,Dechets,,
2024-09,Lettonie,Dechets,,
2024-10,Lettonie,Dechets,,
2024-11,Lettonie,Dechets,,
2024-12,Lettonie,Dechets,,
2025-01,Lettonie,Dechets,,
2025-02,Lettonie,Dechets,,
2025-03,Lettonie,Dechets,,
2025-04,Lettonie,Dechets,,
2025-05,Lettonie,Dechets,,
2025-06,Lettonie,Dechets,,
2025-07,Lettonie,Dechets,,
2025-08,Lettonie,Dechets,,
2025-09,Lettonie,Dechets,,
2025-10,Lettonie,Dechets,,
2025-11,Lettonie,Dechets,,
2016-01,Lettonie,Biogaz,,
2016-02,Lettonie,Biogaz,,
2016-03,Lettonie,Biogaz,,
2016-04,Lettonie,Biogaz,,
2016-05,Lettonie,Biogaz,,
2016-06,Lettonie,Biogaz,,
2016-07,Lettonie,Biogaz,,
2016-08,Lettonie,Biogaz,,
2016-09,Lettonie,Biogaz,,
2016-10,Lettonie,Biogaz,,
2016-11,Lettonie,Biogaz,,
2016-12,Lettonie,Biogaz,,
2017-01,Lettonie,Biogaz,,
2017-02,Lettonie,Biogaz,,
2017-03,Lettonie,Biogaz,,
2017-04,Lettonie,Biogaz,,
2017-05,Lettonie,Biogaz,,
2017-06,Lettonie,Biogaz,,
2017-07,Lettonie,Biogaz,,
2017-08,Lettonie,Biogaz,,
2017-09,Lettonie,Biogaz,,
2017-10,Lettonie,Biogaz,,
2017-11,Lettonie,Biogaz,,
2017-12,Lettonie,Biogaz,,
2018-01,Lettonie,Biogaz,,
2018-02,Lettonie,Biogaz,,
2018-03,Lettonie,Biogaz,,
2018-04,Lettonie,Biogaz,,
2018-05,Lettonie,Biogaz,,
2018-06,Lettonie,Biogaz,,
2018-07,Lettonie,Biogaz,,
2018-08,Lettonie,Biogaz,,
2018-09,Lettonie,Biogaz,,
2018-10,Lettonie,Biogaz,,
2018-11,Lettonie,Biogaz,,
2018-12,Lettonie,Biogaz,,
2019-01,Lettonie,Biogaz,,
2019-02,Lettonie,Biogaz,,
2019-03,Lettonie,Biogaz,,
2019-04,Lettonie,Biogaz,,
2019-05,Lettonie,Biogaz,,
2019-06,Lettonie,Biogaz,,
2019-07,Lettonie,Biogaz,,
2019-08,Lettonie,Biogaz,,
2019-09,Lettonie,Biogaz,,
2019-10,Lettonie,Biogaz,,
2019-11,Lettonie,Biogaz,,
2019-12,Lettonie,Biogaz,,
2020-01,Lettonie,Biogaz,,
2020-02,Lettonie,Biogaz,,
2020-03,Lettonie,Biogaz,,
2020-04,Lettonie,Biogaz,,
2020-05,Lettonie,Biogaz,,
2020-06,Lettonie,Biogaz,,
2020-07,Lettonie,Biogaz,,
2020-08,Lettonie,Biogaz,,
2020-09,Lettonie,Biogaz,,
2020-10,Lettonie,Biogaz,,
2020-11,Lettonie,Biogaz,,
2020-12,Lettonie,Biogaz,,
2021-01,Lettonie,Biogaz,,
2021-02,Lettonie,Biogaz,,
2021-03,Lettonie,Biogaz,,
2021-04,Lettonie,Biogaz,,
2021-05,Lettonie,Biogaz,,
2021-06,Lettonie,Biogaz,,
2021-07,Lettonie,Biogaz,,
2021-08,Lettonie,Biogaz,,
2021-09,Lettonie,Biogaz,,
